item_id;vectors
694;0.6144533|0.9498694|0.28723803|0.8935871|-0.78957784|-0.49575526|0.0078754425|-0.17205936|-0.06000462|-0.27588707|0.31934536|0.3990487|-4.5776367e-05|-0.07746418|0.5110551|0.4359846|0.31076226|-0.5384797|0.10016926|-0.58892846|0.51365095|0.24513194|0.046640694|0.39991835|-0.084040254|0.4242466|-0.12621358|-0.36680338|-0.23286341|-0.100442946|0.1317846|0.10712995|0.36745298|-0.45446223|0.43598852|-0.55351245|-0.162983|0.58315486|0.44869095|0.53805774|0.22267058|0.3464739|-0.19945778|-0.21608819|0.01163438|0.11136609|-1.1741463|-0.00368011|-0.14745507|0.085374154|0.19487184|0.5105537|0.32590184|0.46233678|-0.1986281|-0.7364118|-0.2741039|0.6084592|-0.16061044|-0.07943678|0.014540866|0.07291612|0.6663429|0.5982756|0.24596593|-0.21315037|-0.4882223|0.105073035|0.09845129|-0.4985761|-0.14712156|0.13577537|0.7464529|-0.059860602|0.10900811|-0.008617875|0.47637135|0.8057447|-0.28925008|-0.26998368|-0.2791201|0.49042097|0.35022628|-0.3418914|-0.18977746|0.24162497|0.37471884|-0.18313202|0.32491145|0.17325196|-0.39479318|0.09288655|-0.46633488|0.17437407|0.29854938|0.79403186|0.10820058|0.2887902|-0.06049775|0.5068923
695;0.37226924|0.695065|0.9152117|0.88271475|-0.9731693|-0.2366905|-0.48402926|0.3247116|0.5333922|-0.5397457|0.46778938|0.84806883|0.7856703|-0.5185039|0.5403689|0.461593|0.36974412|-0.7995232|-0.19834633|-0.54441303|0.24010327|0.19026585|0.016891196|-0.37729678|0.3488018|0.69131386|0.7089895|-0.26582152|0.37072247|0.22644976|0.038479194|-0.029778868|0.5006398|-0.40713573|0.3458635|-0.7024536|-0.34749848|1.3139017|0.5669693|0.15706366|0.793602|0.2978202|-0.6031104|-0.74055994|-0.45545927|0.30119246|-0.4694696|-0.044917166|-0.031205103|0.4865638|0.27435786|-0.063551605|0.19189297|0.56358415|-0.24588498|-0.42123067|-0.0025598705|0.3476547|-0.15732658|-0.2544145|-0.47798765|-0.64451313|0.22767049|0.25317708|0.05673994|0.7305301|0.020588398|0.305611|0.55215055|-0.11248511|-0.24991304|-0.83785725|-0.41519904|-0.24700606|0.33520916|-0.26195684|0.86497974|0.6575815|-0.53167456|-0.23179547|-0.69793975|0.71153647|-0.61623365|-0.8687554|-0.23226818|0.50488245|0.09076394|-0.49628562|-0.31730652|-0.0073105097|-0.53060323|-0.027039796|-0.18697368|0.48472685|-0.3856469|0.18650231|0.093305364|0.19916505|0.56866634|0.85442615
696;0.5403734|0.25405702|0.4897169|0.8673068|-0.5247079|-0.29279625|-0.53831184|0.049733058|0.93570924|-0.7194266|0.75575304|0.6354165|0.0629835|-0.39879924|0.2453425|0.18125853|0.1967483|-0.45472273|-0.5952101|-0.46480033|0.27043274|0.26413903|-0.463109|0.05502881|0.045242667|0.8986831|0.14218098|-0.2776243|0.2670167|-0.0986353|0.103472814|-0.18720235|0.5885247|-0.6709942|0.8282244|-0.7328477|-0.53155065|0.65717185|0.4008979|0.18219253|0.41441995|0.22823983|-0.56799614|0.020065397|-0.5186921|-0.08652955|-0.5107327|-0.6938448|0.0057624504|-0.40765813|0.27080375|0.03572628|0.45690072|0.1669594|-0.26336685|-0.15547158|-0.62277627|0.33077115|-0.27639765|-0.37986043|-0.39049748|-0.21055548|0.28112772|0.76250637|0.30804724|0.28990257|-0.2648112|0.0945093|-0.15807171|0.03828141|-0.35604298|0.09045662|0.27411187|-0.3356353|0.2428573|0.10939838|0.3672489|0.08855292|-0.57791626|-0.13182738|-0.79358983|0.68026584|-0.065052055|-0.5461527|-0.061059862|0.29435945|-0.022912815|-0.32586142|0.19334075|0.50682586|-0.2874491|-0.20124328|0.17363113|0.56878024|0.19562729|0.5507245|0.22003154|0.57130146|-0.08966318|0.39377356
697;0.27541122|0.81927675|0.6209809|0.43513143|-0.4616285|-0.47804046|-0.07592401|0.1405338|0.32097235|-0.63511115|0.58179224|0.4506475|0.20927447|-0.2884308|0.3441389|0.2448894|0.4416141|-0.5532785|-0.38771877|-0.15016401|0.22604804|0.2971747|0.0374984|0.51395416|0.16841634|0.7333893|0.10633631|-0.036541343|0.100214735|-0.03195025|-0.071306944|0.087615564|0.2346704|-0.7988151|0.18907726|-0.55492073|-0.48092592|0.4636367|0.3684188|0.19534579|0.69280297|0.2277171|-0.4697157|-0.4739752|-0.5683637|0.1285904|-0.600183|-0.05398938|-0.01815828|-0.06737305|0.05808255|0.17925566|0.36666387|0.5372746|-0.08439531|-0.31741154|-0.35424253|0.42466378|-0.15491223|-0.14800358|-0.2519766|-0.65373933|0.35050887|0.6366813|0.36476323|-0.07048179|-0.07520695|0.18559542|0.40576106|-0.46930963|-0.114351094|-0.2612605|0.4393012|-0.16859542|0.081478484|-0.08598898|0.081287056|0.89493334|-0.8118641|-0.13294971|-0.22164004|0.3947914|0.12660915|-0.6637004|-0.3073877|0.3104867|0.38661626|-0.2129456|0.2822634|0.58572036|-0.23267746|-0.23103651|0.36788645|0.2804063|0.009393357|0.4630741|0.33859527|0.31712368|-0.2553614|0.4555732
698;0.1862291|0.9454565|1.0007355|0.0024330616|-1.0277984|-0.16875583|0.16833907|0.18458867|-0.08684024|-0.39838135|0.23978452|0.500844|0.5361439|-0.2541429|0.17534453|-0.13661501|0.334343|-0.94982076|-0.44138253|-0.5601329|0.56386465|0.32488912|-0.18680257|0.36627826|0.36690295|0.15218422|0.3149451|-0.3264289|0.8051533|-0.21520841|-0.3514329|-0.45232671|0.5535684|-0.3436995|0.5794641|-0.7164346|-0.37802708|1.0413032|0.06762779|0.17711201|0.866101|0.43668935|-0.41028053|-0.9403894|-0.5469269|0.55390894|-0.30924135|-0.32540333|0.05462376|-0.2164819|0.12765212|0.3871112|0.23193543|0.33088756|-0.28684142|-0.44791964|-0.2101148|0.49187914|-0.5792388|-0.05140851|-0.33051172|-0.16707517|0.48706472|0.20006134|0.52447236|0.08033288|-0.2062235|-0.24876966|-0.16032551|-0.3657389|-0.39716324|0.23409863|0.61509466|-0.5814401|0.31121993|-0.4709329|0.3760744|0.59830683|-0.41425556|-0.30761677|-0.39570758|0.3588348|-0.3776076|-0.26458195|-0.1830104|0.8013318|-0.046140343|0.06459051|0.33879054|0.317361|-0.537478|-0.36129984|-0.6057101|1.2311685|0.42860633|0.49200028|0.192568|-0.33560756|0.009514019|-0.25905228
699;0.077249974|0.34877384|0.13226043|0.17951992|-0.36567616|-0.4209911|-0.3170657|0.11024618|0.47738767|-0.60082257|0.53315866|0.45494497|0.44472623|-0.072724216|0.42248854|0.38054943|0.103901416|-0.70503986|-0.21136233|-0.5736391|0.49667573|0.1430938|-0.17475909|0.1972351|0.014947072|0.42322588|0.060114942|-0.4168402|0.2608324|0.039585426|-0.2276591|-0.3279304|0.2722808|-0.6314278|0.64847964|-0.6692589|-0.17840207|0.50639015|0.4528433|0.17027009|0.6373967|0.47100684|-0.08189309|-0.4842189|-0.49320555|0.3303724|-0.79066217|-0.148182|0.040528677|-0.40552986|0.34351116|0.13839453|-0.12980194|0.5479462|-0.124901|-0.14382066|-0.43495515|0.32133868|-0.6416437|-0.106295906|-0.321391|-0.6240691|0.33851114|0.16774523|0.31005412|0.08667921|-0.41015518|-0.13878325|0.23656821|-0.32732302|-0.2974649|-0.21134779|0.11700153|-0.29280528|0.21653685|-0.16530871|0.38435134|0.68601304|-0.41672286|-0.37773854|-0.25516838|0.43640095|-0.0614412|-0.25836053|-0.010966241|0.5732056|0.31299645|-0.19959845|0.22665538|0.4868385|-0.17677486|-0.3167724|-0.13640796|0.53208655|0.24904382|0.41173422|0.0044104457|0.18841906|-0.084646955|0.46186173
700;-0.0882763|0.6989905|0.18960954|0.3913291|-0.42860955|-0.4377041|-0.16036248|-0.09262803|0.31761396|-0.5738158|0.55211216|0.62910306|0.68088454|-0.6693527|0.40854725|0.15717553|0.14960611|-0.7791748|-0.24577416|-0.7769846|0.74928474|0.45125854|-0.057870284|0.4854682|-0.30300382|0.69366425|0.04623788|-0.1779868|0.8354068|-0.61300665|-0.0015795678|-0.7775755|0.046897545|-0.4762782|-0.10009596|-0.2139669|-0.71917427|0.9699963|-0.081935495|0.14941522|0.017715216|0.19188169|-0.37548435|0.0084531605|-0.7906648|0.6441952|-0.88428056|-0.74874437|-0.147563|-0.18823573|0.63582575|0.27128822|0.546009|0.069943815|-0.59100413|-0.46281704|-0.4309935|0.73576105|-0.34651038|0.27173078|-0.15098074|-0.72369397|0.02383697|0.80287963|0.42217463|-0.27066433|-0.27110946|-0.049765155|0.1842007|-0.008191168|-0.11752294|-0.046130538|0.2653995|0.19559899|0.05452483|-0.12783046|0.53421193|0.7404355|-0.7431439|-0.25583693|-0.34113157|0.4349537|0.35279274|-0.73090494|-0.24768324|0.27207124|0.5523623|-0.17474785|0.21925703|0.54688585|-0.84729785|0.24274321|-0.09045757|0.44114792|0.20745073|0.87735844|0.1304104|0.6303139|0.17523928|0.4157993
701;0.045520246|0.7695027|0.66354537|0.38898134|-0.78842986|-0.5134462|-0.3972469|-0.044346213|0.61034703|-0.52813244|0.6152132|1.17856|0.07835427|-0.7560144|0.20081936|0.3053612|0.15721521|-0.49667844|-0.24072817|-0.44754952|0.2925291|0.2451568|-0.11586546|0.17323372|0.092767015|0.3496753|0.18965793|-0.33680278|0.456416|-0.29607105|-0.2044107|-0.10117636|0.29010594|-0.399674|0.13610448|-0.7323252|-0.48262745|0.64206004|0.6743419|0.42230052|1.0739793|0.5898124|-0.22339427|-0.5139588|-0.78005457|0.8344915|-0.62465763|-0.28040174|0.24346891|-0.34097904|0.27839887|-0.049183995|0.4907313|0.46204066|-0.097456984|-0.5523093|-0.26026028|0.74008|-0.500736|-0.12570876|-0.18402307|-0.55872005|0.24403754|0.62107116|0.19593653|-0.16497816|-0.41587204|-0.2686594|0.12694764|-0.33643755|-0.31254643|0.04684761|0.6989163|-0.15704364|-0.15466632|0.311883|0.02058658|0.8064194|-0.1795707|-0.18400107|-0.47131652|0.49327666|0.09183959|0.0025331974|-0.5667327|0.5686071|0.39022142|-0.1548795|0.16912502|0.3236262|-0.38242158|-0.18631507|-0.26525697|0.68580365|-0.2308208|0.35578847|0.44705856|0.32775995|0.06156093|0.6859176
702;-0.020976096|0.3210415|0.31624037|0.3682829|-0.37308466|-0.37952873|-0.4971255|0.117527016|0.49589375|-0.5368031|0.7334273|0.24517469|0.19497958|-0.38746452|0.5302548|0.085281536|0.26533502|-0.2740938|-0.43597987|-0.44025433|0.32744434|0.24700984|-0.35594332|0.49425548|0.23292883|0.41882044|0.48469785|-0.0923679|0.34253496|-0.52285653|0.102766916|-0.3069921|0.25142577|-0.47300807|0.1855609|-0.62844175|-0.35323378|0.4295371|0.167079|-0.07406231|-0.10283667|0.34566873|-0.029200345|0.063334316|-0.106526196|0.120656386|-0.48876768|-0.065782845|-0.2243563|-0.14247292|0.18047029|0.39463526|0.38462263|0.47466043|-0.086685486|-0.08765419|-0.561351|0.38003513|-0.73841256|-0.42575517|-0.48771873|-0.06692621|0.31878322|0.63168657|0.41222388|0.16751875|-0.23685497|-0.1678717|0.9273764|-0.4491524|-0.33191663|-0.35668683|0.30951422|-0.20604193|0.4156131|-0.057111565|0.18625753|0.50833374|-0.9251437|-0.32332677|-0.27396736|0.35336056|-0.07062036|-0.13077778|-0.6257665|0.26764095|0.16337632|-0.5698693|0.06065461|0.25534904|-0.4221369|0.11651789|0.09299951|0.59023744|0.6327797|0.35712478|0.2566921|0.4500862|-0.10671778|0.29889995
703;0.78184474|0.85441184|0.53728086|0.22059205|-0.67852366|-0.2770292|-0.0057509243|0.21399853|0.7623663|-0.57671237|0.90109384|0.41497374|0.12742218|-0.12512915|0.58059794|0.42443275|0.56430244|-0.42641065|-0.094494015|-0.33244848|0.30706832|-0.2515898|-0.543313|0.1986359|0.31833807|0.47151786|-0.08096184|-0.26409867|0.5375178|-0.49652874|-0.010199174|0.14722891|-0.30496237|-0.46245646|0.7530159|-1.0152218|-0.014546961|0.7844824|0.5524627|-0.18275595|1.0659546|0.30614328|-0.36549792|-0.6645068|-0.29168725|0.46741378|-0.78894395|-0.6078501|-0.06078872|-0.10209791|0.21640944|0.08217949|0.25496277|0.6658994|0.2474814|-0.6189899|-0.106343955|-0.07332972|-0.7060436|0.52403235|-0.2618961|-0.19342493|0.5937449|0.37246132|0.44893175|0.19786611|-0.2864911|-0.15951453|0.47031003|0.15208983|-0.3896915|0.013908535|0.82781047|-0.81385946|0.22090775|-0.15615451|0.10611154|0.55605364|-0.608917|0.080224305|-0.034714133|0.18399303|0.10222127|-0.3969456|-0.8844196|0.22304066|0.5583107|-0.51132745|0.050276782|0.57935315|0.034539327|0.19024812|-0.27008137|0.76960146|-0.012486093|0.2677511|0.2976652|0.315607|0.29349446|0.8947
704;0.6123122|0.6323605|-0.08674976|0.10948883|-1.0750031|-0.19105853|-0.7139386|0.8215127|0.07255238|-1.1870368|-0.03105238|-0.23102748|0.17367624|-0.25473237|0.64271855|0.4657421|0.31924078|0.28699154|-0.084010676|-0.47000384|0.23911396|0.3627132|0.18278787|0.09100187|-0.0011887252|0.22743767|0.15156916|-0.42460364|0.45666933|0.12737766|0.3398664|0.47428948|0.22032161|-0.4696493|0.37922308|-0.1330027|0.2897517|1.2270765|0.3234669|-0.39587757|0.3777561|0.52296543|-0.19170462|-0.33174464|0.078686774|0.5864821|-0.85681784|0.15988341|0.5454976|-0.18295753|0.78232396|0.019668378|-0.040407613|0.6896382|0.16061237|0.17673323|-0.66893256|1.1267006|-1.0883913|0.1357077|0.08465162|-0.29384577|0.4924482|0.3932747|-0.0027641654|-0.09170759|-0.1438896|0.14084324|0.4330006|-0.17856026|-0.5160279|-0.0011594445|-0.002842009|-0.31197107|0.063570775|-0.30490956|-0.0729641|0.43964428|-0.6701379|-0.28674227|-0.28518617|0.56138015|-0.8649911|-0.36959225|-0.8793096|0.79795086|0.19660068|0.01808229|-0.058943048|0.66625065|-0.9336357|0.0451497|-0.26588795|0.5183136|0.85547125|0.4153699|0.41103187|-0.101397425|0.23284607|0.4947154
705;0.09547041|0.68369836|0.5504041|0.39236814|-0.5294671|-0.34391272|-0.2635281|0.560056|0.6020439|-0.5294461|0.5899266|0.5833105|0.47304952|-0.28337038|0.3942343|0.41164583|0.32709557|-0.49395648|-0.17224123|-0.3225258|0.5483205|0.29267168|-0.13370281|0.6645311|0.17903577|0.80495024|-0.21044073|-0.18975005|0.22513182|-0.07337916|-0.025213376|-0.01807499|0.3736738|-0.40930635|0.12989447|-0.7130163|-0.14765714|0.17077142|0.41380957|-0.45949453|0.90383744|0.26707593|-0.38370028|-0.9192406|-0.48127717|0.16759707|-0.77626544|-0.41280258|0.03019496|-0.34698495|0.05496578|0.3096664|0.29193383|0.69590235|-0.1937141|-0.071871996|-0.39370182|0.6481466|-0.3952009|0.037108324|-0.115067825|-0.66995287|0.22472082|0.47117436|0.20973794|-0.39265066|0.12582037|0.26638132|0.12023091|-0.42301637|-0.05932033|-0.30462223|0.5728942|-0.37619957|0.39333856|-0.18922266|0.36498356|0.75405693|-0.22258346|-0.186185|-0.10521275|0.20497857|0.2578398|-0.5124528|-0.30903798|0.4769033|0.1639409|0.038493663|0.009119041|0.3879555|-0.35379738|-0.473719|0.19610503|0.5376855|0.21090034|0.38459593|0.015307814|0.52082825|0.38096976|0.53210557
706;0.06809494|0.99656355|0.1846319|0.29844385|-0.8254722|-0.16829133|0.2738626|0.30988076|0.3123832|-1.0297321|0.49582052|0.9413836|-0.13138682|0.15344174|0.25335827|0.61125296|0.035563767|-0.30239373|-0.09138538|-0.20934492|0.684338|0.0900927|-0.25672576|-0.21349931|0.11296018|0.27164537|0.66458386|0.015076786|0.35146034|-0.1346951|0.44333655|0.22742386|0.5433938|-0.80591613|0.22789349|-1.1274569|0.008462846|1.0787842|0.42447194|-0.35517082|0.7076636|-0.006685108|-0.1687612|-1.009535|-0.71103823|0.37005687|-0.38358474|-0.51439875|-0.005193725|-0.023043483|0.032976463|0.5201205|0.68922323|-0.3660471|-0.4712886|-0.8816774|-0.3672344|0.3750522|-0.6612911|-0.10940569|-0.3039834|-0.039103806|0.38938856|0.29969755|0.2667221|0.013829142|-0.55207276|0.24871011|0.6161918|-0.32352838|0.36352888|0.10049914|0.5046598|-0.33194077|0.47763062|0.13613059|0.50415933|0.53597176|-0.564786|-0.34947532|-0.3038243|0.36780828|0.025114931|0.17936426|-0.8852831|0.24103701|0.26664892|-0.51270366|0.5431982|0.7215935|-0.056577727|-0.309559|0.06282664|-0.15351611|0.35530266|0.39371556|0.22904766|-0.22327372|-0.21693961|0.40011048
707;0.3918612|0.80050963|-0.0057128966|0.05999075|-0.20448741|-0.4590426|-0.6390207|0.12720543|0.5229975|-1.1060685|0.019130051|0.54815257|0.6967188|-0.3995512|0.41285866|0.4141577|0.75112104|-0.78297746|-0.1986637|-0.27591604|0.45419645|0.046710454|-0.05071725|-0.01541844|-0.009701207|0.66163874|0.3070799|-0.5868907|0.3700672|-0.67366606|0.06583369|-0.81244737|0.09819986|-0.52137995|-0.05801466|-0.7565256|-0.20475848|0.1439817|0.4917394|-0.16490093|0.7085183|-0.12071243|0.24831805|-0.6670882|-0.5364657|0.525599|-0.23050335|-0.54859143|0.12870663|-0.14224218|0.05021231|0.16640349|0.58530706|0.8622954|0.16094056|0.13326722|-0.28564712|0.5818152|0.0072773695|-0.20700863|-0.27342075|-0.92764485|0.2572291|0.049787194|0.35003102|0.42846197|-0.5962887|0.15195476|0.0656603|-0.23838809|-0.2611198|-0.2035289|-0.18961728|0.11233196|0.58928746|0.033366516|0.35300267|0.10435012|-0.5790864|-0.34584022|-0.1988268|0.56563574|-0.5388097|-0.21797466|-0.7353446|0.4839636|0.39690417|0.008478403|0.14368612|0.536421|-0.8048451|-0.3643595|0.34933046|0.535863|0.60648215|0.039249778|-0.024508178|0.6882543|0.30365813|0.5457398
708;0.21571045|0.39231652|0.55229235|0.22768214|-0.5898545|-0.51792985|-0.51017046|0.41227627|0.58708173|-0.5186932|0.5185923|0.70852613|-0.15705821|-0.4995095|0.27812254|0.073565885|0.35668403|-0.7145339|-0.065066904|-1.1963894|0.7961049|-0.017001614|-0.2527111|0.46289808|0.0650364|1.297084|-0.5420097|-0.19326063|0.16280206|-0.36160663|-0.95695055|0.084411785|0.21316934|-0.3160481|0.39406997|-0.5240535|-0.6171529|0.9066095|0.37569523|0.030299626|1.0728389|0.3773642|-0.2826061|-0.54293096|-0.43637955|0.1358742|-0.38227558|-0.39010406|0.14527687|-0.102677114|-0.07282826|0.26522893|0.078579605|1.0512793|0.04221762|-0.71713626|-0.5797079|0.67000437|-0.1199466|-0.33880335|-0.33033717|-0.1820233|0.14583787|0.23317397|0.4682637|0.30498904|-0.48290056|-0.119979575|0.638589|-0.19574392|0.37690386|0.09004186|0.5901228|-0.17971972|0.7379785|0.15102771|-0.03350401|0.97814083|-0.5096865|-0.51641476|-0.75010526|0.4505224|-0.209936|-0.3887546|-0.8027964|0.19261353|0.15477057|-0.06666708|0.09205135|-0.015928268|-0.29600856|0.33645415|0.6631132|0.6073383|0.1443914|0.5811107|0.34970656|0.34484762|-0.7157154|0.1546219
709;0.65232325|0.3558355|0.43331498|-0.037953705|-0.8229468|-0.9604577|-0.20749924|0.20978971|0.19911122|-0.22084364|0.25559667|0.69859207|0.45471847|0.10811588|0.774762|0.15859216|-0.4278908|-0.90501106|-0.48989755|-0.4704968|1.1283382|0.29093713|-0.7144938|0.46848804|-0.27333328|0.76394725|0.0027294457|-0.60374236|0.25911534|-0.22282733|-0.3398335|0.100413874|0.52409756|-0.62128377|0.46656|-0.6341466|-0.00046294928|0.7302262|0.104991585|0.06462648|0.7640508|0.5304973|-0.4173807|-0.9002454|-1.1375322|0.05145581|-0.5242201|0.20963815|-0.070198745|0.2549401|0.33732188|0.45526168|0.19734916|0.093996614|-0.23828796|-0.28203535|-0.09515716|0.14376348|-0.54737467|-0.043399267|-0.20986654|-0.8892915|0.49106878|0.6170705|-0.015099734|0.30897993|0.0644725|0.08536965|0.056719407|-0.018687591|0.026832685|0.061925724|-0.35388762|-0.097683966|0.036884278|-0.13071282|0.19458087|0.9635447|-0.6558317|-0.0151245|-0.29039326|0.6971067|0.35061398|0.24199957|-0.47526002|0.6010907|0.24583104|-0.19927286|0.13793382|0.8418762|-0.083557|-0.61596864|-0.63596165|0.6584438|-0.014010839|0.27510557|0.7503909|0.92890966|-0.14630097|0.742154
710;0.057623893|0.83939826|0.67544675|0.4666226|-0.48864034|-0.4019662|-0.25045645|0.29564205|0.16662139|-0.21917784|0.5653969|0.52889663|0.37132478|-0.3834322|0.512738|0.2740525|0.24869838|-0.41386676|-0.007526204|-0.44733706|0.88541937|0.35693672|0.0124412775|0.80829644|0.34554923|0.62104154|0.13782641|-0.3407068|0.2969451|-0.0075222105|-0.28451473|0.08554174|0.030261368|-0.73802257|-0.087682605|-0.5089904|-0.34581634|0.5870311|0.07433763|-0.03493475|0.7548818|0.4697029|-0.43211344|-0.77386343|-0.14741361|0.57564306|-1.0543236|-0.2215333|-0.34720215|-0.2662107|0.19899918|0.42560887|0.22651568|0.37589|-0.31391892|-0.4776279|-0.5285847|0.49625766|-0.12645254|0.4961656|0.1319991|-0.222505|0.41367173|0.40765232|0.19612776|-0.3454588|-0.6294248|0.13020636|0.34667438|-0.37975496|0.030449748|-0.06695789|0.6064122|-0.30625835|0.48781276|-0.25851396|0.3955846|0.6468922|-0.50132614|-0.36192292|-0.15358366|0.41061544|0.450898|-0.4244653|-0.18776186|0.22117122|0.31186017|-0.1454933|0.29115522|0.32051867|-0.58710927|-0.3735181|0.23076615|0.45833242|0.18928604|0.38597408|0.32503563|0.5347036|0.26319134|0.85394776
711;0.23971057|1.0255542|0.5953216|0.3855464|-0.12253651|-0.65209746|-0.07599744|0.18923782|0.14257243|-0.06355411|0.089900285|0.3630858|0.54898876|-0.55518645|0.6443373|-0.065908134|0.2599972|-0.69990975|-0.60938376|-0.85049546|0.374518|0.008848503|0.36294347|0.06852977|0.3321773|0.48748523|0.23333782|-0.5378244|0.105938435|0.14294565|0.16364081|-0.46533358|-0.027059317|-0.6148742|0.50638163|-0.56681275|-0.65772015|0.8569131|0.1991641|0.39403263|0.98040164|0.33393312|0.07132253|-0.22329469|-0.30755407|0.13397425|-0.70015657|-0.3453574|-0.12280335|-0.50167644|-0.023862839|0.04436487|0.13220951|0.36235657|0.08567471|-0.40411112|-0.5160701|0.1772792|-0.32363516|0.035505712|-0.0039878637|-0.06656328|0.97856224|0.41284308|0.33420795|-0.042858727|-0.30235255|-0.2529416|0.21057601|-0.2829654|0.058580697|-0.36286682|0.028176099|-0.3059077|0.2014398|-0.021925472|0.40886965|0.6039029|-0.16845|-0.110553876|-0.7287164|0.205058|0.020111814|-0.3611047|-0.18813786|0.60611|0.6576171|-0.1484822|-0.06280926|0.9725568|-0.7505417|0.08434935|-0.054671835|0.71942884|-0.3193106|0.37368414|0.04660374|0.46151352|0.04130625|0.58228725
712;0.107002795|0.51213044|-0.07318053|0.47679776|-0.058795124|-0.82758796|-0.2405139|0.26317942|0.22263329|-0.9379232|0.019376367|0.29458624|0.18512723|0.0314005|0.10857242|0.24050121|-0.15872157|-0.13928044|0.06468512|-0.63187695|0.6862632|0.032820933|-0.18360315|0.45754766|-0.040039957|0.67474806|-0.5331031|-0.48713624|0.36591837|-0.18192461|-0.39529544|-0.61801904|0.11622098|-0.9340813|0.49269038|-0.26442152|-0.40174717|-0.08921534|0.45547685|-0.50343|0.39523232|0.45145836|0.10770595|-0.86858463|-0.16728881|0.089883894|-0.80929136|-0.2027897|-0.46637526|-0.43683842|0.5001099|-0.014533982|0.4844209|0.75925326|-0.37663004|0.38982788|-0.36356017|0.7640597|-0.81790763|0.2857076|0.04030353|-0.41091955|0.7392205|0.29168832|-0.24178928|0.16308771|-0.3934897|0.31716406|0.55662|-0.1376212|0.19692963|-0.46035796|0.74910486|-0.42412108|0.2839725|-0.10959718|-0.5385523|0.6484122|0.3828453|-0.3549806|0.037181914|0.21001567|-0.15688396|-0.75086164|-0.38733482|0.6058569|0.26993173|-0.009613439|0.04923746|0.7518332|-0.029574186|-0.32876834|-0.15735379|0.118943095|0.4759359|0.2949432|0.29195732|0.015529513|-0.4468726|0.25646138
713;0.39931116|0.6786425|0.29126626|0.36163235|-0.6354975|-0.42160067|-0.49348634|0.41740906|0.39277855|-0.57848656|0.4622447|0.56832194|0.43954307|-0.1327257|0.23097478|0.22273193|0.15306821|-0.6132159|0.03709598|-0.58778435|0.72302365|0.37536842|0.1553331|0.06608583|-0.14633057|0.69878817|0.026568383|-0.22675708|0.2060482|-0.38568014|-0.0718463|-0.40703285|-0.12533718|-0.5177209|0.40634394|-0.6194013|-0.18916872|0.41925892|0.9122472|-0.32428867|1.0614822|0.2772937|-0.31749022|-0.75351155|-0.50173163|0.36106467|-0.35098332|-0.038005948|0.23791113|-0.06295726|-0.143338|0.13305715|0.24610412|0.5124695|-0.16684817|0.20591101|-0.47635162|0.6245871|-0.50411844|0.30193654|0.06546107|-0.29584667|0.9129983|0.24936645|0.61458504|0.17618984|-0.13865998|-0.19751526|0.20233913|-0.027216867|-0.23253427|-0.05476007|0.16188169|-0.43012697|0.14341299|-0.37994948|-0.04020813|0.4083317|-0.29756227|-0.20972718|-0.5033907|0.53116786|-0.20519242|-0.20562845|-0.2379399|0.601059|0.3665995|0.14283681|-0.23341346|0.82515466|-0.5691616|-0.5066591|0.1796318|0.61513096|0.30263913|0.37367883|0.4521773|0.7053968|0.54572475|0.3758123
714;0.5409248|0.78795636|0.02192548|0.5531459|-0.27716944|-0.36960492|-0.3143563|0.17296657|0.34732103|-0.7226075|0.59331644|-0.26021057|0.10628869|-0.23869026|0.22692071|0.51256883|-0.096845716|-0.55446464|-0.16607173|-0.68301|-0.0535706|0.16119069|-0.32609236|0.2738414|0.5160062|0.420748|-0.023864076|-0.52742815|0.08802223|-0.22183985|-0.23158592|-0.7210661|0.35064214|-0.5301209|0.7362466|-0.28452873|-0.3629759|0.5274944|0.12647167|0.1720317|0.6146045|0.076063156|-0.5905647|-0.12977955|-0.2544886|0.021119684|-0.46217954|-0.4191098|0.022109881|-0.22242975|0.17455715|0.5317477|-0.17238484|0.0795739|-0.32546303|-0.6936461|-0.2584967|0.80854887|-0.40255764|-0.3837501|-0.46356225|-0.11063805|0.16935416|0.29517138|0.72391593|0.0016721189|-0.50312483|-0.17699614|0.20942812|0.032693118|-0.25713927|-0.47726965|0.3907286|-0.41105747|0.11182465|0.31767553|0.31632245|-0.04120034|-0.4195679|-0.31934506|-0.5951344|0.3152761|0.12312179|-0.20499235|-0.59848565|0.78171265|0.41561642|-0.25362012|-0.09215383|0.39705992|0.0009121597|-0.34481126|0.16453531|0.68144464|0.23248616|0.44082856|0.05054584|0.24656598|-0.3561486|0.21053573
